epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,701.328,1.26626,1.92329,1.51661,0.52518,0.46872,0.48554,0.30413,1.46008,1.88168,1.65113,0.00938772,0.00938772,0.00938772
26,728.951,1.26056,1.89008,1.50937,0.5237,0.48867,0.49542,0.32024,1.43014,1.88999,1.65118,0.00933683,0.00933683,0.00933683
27,756.871,1.26406,1.89328,1.51271,0.55673,0.50369,0.52217,0.33582,1.40836,1.81457,1.61633,0.00928405,0.00928405,0.00928405
28,784.794,1.24875,1.8824,1.51178,0.54699,0.47955,0.50602,0.32128,1.40277,1.84734,1.60367,0.00922942,0.00922942,0.00922942
29,812.216,1.24872,1.83378,1.49699,0.57057,0.51197,0.53345,0.33593,1.41336,1.79485,1.61165,0.00917296,0.00917296,0.00917296
30,840.059,1.23858,1.83721,1.49519,0.5644,0.50985,0.5192,0.32945,1.40092,1.83213,1.60361,0.00911469,0.00911469,0.00911469
31,867.361,1.23009,1.83317,1.49044,0.60387,0.48029,0.53543,0.34551,1.41544,1.7938,1.62349,0.00905463,0.00905463,0.00905463
32,895.288,1.23395,1.80629,1.48443,0.55838,0.50908,0.52502,0.33912,1.37687,1.77417,1.57801,0.00899282,0.00899282,0.00899282
33,922.574,1.21932,1.79313,1.47704,0.58732,0.53432,0.54341,0.36013,1.37454,1.70865,1.58578,0.00892928,0.00892928,0.00892928
34,950.093,1.21942,1.7764,1.47844,0.58864,0.51415,0.54523,0.36148,1.37456,1.71333,1.58276,0.00886404,0.00886404,0.00886404
35,977.702,1.21134,1.77245,1.47196,0.54737,0.56315,0.56036,0.36837,1.36838,1.71855,1.57661,0.00879713,0.00879713,0.00879713
36,1005.7,1.20563,1.76483,1.46825,0.5942,0.51565,0.55321,0.36393,1.36706,1.72106,1.55694,0.00872857,0.00872857,0.00872857
37,1033.13,1.21149,1.76607,1.47795,0.57031,0.52617,0.54867,0.36167,1.36464,1.70148,1.56726,0.00865839,0.00865839,0.00865839
38,1060.53,1.21427,1.74234,1.47108,0.58241,0.53087,0.55679,0.36704,1.35609,1.68559,1.56631,0.00858664,0.00858664,0.00858664
39,1088.51,1.19115,1.71252,1.44992,0.59422,0.55461,0.5774,0.38196,1.35872,1.66712,1.56731,0.00851333,0.00851333,0.00851333
40,1116.33,1.19352,1.71589,1.46041,0.57414,0.56321,0.57358,0.37939,1.34804,1.65044,1.56467,0.00843851,0.00843851,0.00843851
41,1144.44,1.18554,1.68395,1.44942,0.61666,0.5376,0.58089,0.39205,1.3329,1.60301,1.54623,0.0083622,0.0083622,0.0083622
42,1172.26,1.18344,1.68039,1.4461,0.6155,0.54078,0.58391,0.38764,1.34831,1.62984,1.55274,0.00828443,0.00828443,0.00828443
43,1200.25,1.15907,1.66665,1.43201,0.59937,0.55899,0.57767,0.38219,1.32687,1.57415,1.53465,0.00820525,0.00820525,0.00820525
44,1227.86,1.1767,1.65982,1.43474,0.60862,0.54745,0.58027,0.38905,1.3191,1.6041,1.53341,0.00812468,0.00812468,0.00812468
45,1255.88,1.16409,1.66285,1.44112,0.61884,0.57708,0.6025,0.40272,1.32529,1.57403,1.53306,0.00804277,0.00804277,0.00804277
46,1284.14,1.17276,1.65277,1.43441,0.60905,0.56201,0.6018,0.39888,1.31616,1.56966,1.52085,0.00795954,0.00795954,0.00795954
47,1312.02,1.16525,1.63757,1.43323,0.6431,0.55694,0.60131,0.39942,1.31491,1.55682,1.52642,0.00787503,0.00787503,0.00787503
48,1339.89,1.16357,1.62355,1.43247,0.62383,0.56546,0.60709,0.40911,1.30568,1.54545,1.51835,0.00778929,0.00778929,0.00778929
49,1367.37,1.13343,1.58745,1.40967,0.62571,0.57461,0.60887,0.40632,1.31035,1.54637,1.51528,0.00770234,0.00770234,0.00770234
50,1394.94,1.14433,1.59767,1.41623,0.64689,0.57911,0.61636,0.40741,1.32067,1.50828,1.52155,0.00761423,0.00761423,0.00761423
51,1422.76,1.14018,1.59482,1.41393,0.63715,0.57724,0.61822,0.41708,1.30739,1.52848,1.52017,0.007525,0.007525,0.007525
52,1450.46,1.13709,1.58264,1.41093,0.63681,0.57775,0.61179,0.41138,1.2886,1.51128,1.50153,0.00743468,0.00743468,0.00743468
53,1477.89,1.13175,1.5691,1.40599,0.63826,0.57872,0.62295,0.41892,1.29966,1.49293,1.51149,0.00734332,0.00734332,0.00734332
54,1505.73,1.13898,1.57063,1.40748,0.64054,0.586,0.62725,0.42208,1.2881,1.49407,1.49636,0.00725094,0.00725094,0.00725094
55,1533.51,1.12355,1.55544,1.39926,0.65454,0.59342,0.63302,0.42911,1.27857,1.47393,1.48314,0.00715761,0.00715761,0.00715761
56,1561.33,1.13446,1.56216,1.406,0.64245,0.58722,0.63156,0.42739,1.29028,1.48725,1.5038,0.00706335,0.00706335,0.00706335
57,1588.88,1.12875,1.55602,1.40236,0.63926,0.57911,0.63776,0.43205,1.28266,1.45934,1.49852,0.0069682,0.0069682,0.0069682
58,1617.21,1.12379,1.53328,1.39742,0.66146,0.60624,0.63837,0.43102,1.28379,1.468,1.49969,0.00687222,0.00687222,0.00687222
59,1644.65,1.11597,1.52505,1.3959,0.65634,0.58679,0.63434,0.42463,1.29584,1.47874,1.50379,0.00677543,0.00677543,0.00677543
60,1672.26,1.11248,1.53308,1.39129,0.66318,0.5743,0.64177,0.43131,1.28829,1.4519,1.48652,0.00667789,0.00667789,0.00667789
61,1699.6,1.11258,1.50878,1.39161,0.66118,0.58787,0.63518,0.43557,1.28533,1.44816,1.48646,0.00657963,0.00657963,0.00657963
62,1727.4,1.09215,1.5165,1.38067,0.66599,0.58708,0.64247,0.42967,1.28557,1.43045,1.48682,0.00648071,0.00648071,0.00648071
63,1755.27,1.09791,1.49277,1.37657,0.69072,0.57274,0.64668,0.44184,1.26955,1.427,1.47167,0.00638115,0.00638115,0.00638115
64,1782.85,1.08394,1.48046,1.37823,0.64669,0.59537,0.64161,0.43908,1.2699,1.40645,1.48636,0.00628101,0.00628101,0.00628101
65,1810.76,1.08159,1.47307,1.36969,0.65023,0.61041,0.64744,0.4414,1.27068,1.40927,1.48429,0.00618034,0.00618034,0.00618034
66,1838.54,1.08666,1.46345,1.37162,0.70505,0.58616,0.65105,0.44473,1.2557,1.40521,1.47412,0.00607916,0.00607916,0.00607916
67,1866.04,1.08812,1.47268,1.37223,0.67638,0.60564,0.65967,0.45358,1.25903,1.40193,1.46804,0.00597754,0.00597754,0.00597754
68,1893.51,1.0733,1.44704,1.3589,0.67605,0.61134,0.66025,0.45326,1.26137,1.39075,1.47231,0.00587551,0.00587551,0.00587551
69,1920.85,1.08328,1.44883,1.36987,0.69874,0.60591,0.66362,0.45312,1.26282,1.39397,1.46986,0.00577311,0.00577311,0.00577311
70,1948.37,1.05573,1.41184,1.34843,0.69049,0.60127,0.65368,0.44466,1.27003,1.40784,1.47681,0.0056704,0.0056704,0.0056704
71,1975.34,1.06027,1.40189,1.35179,0.71764,0.59635,0.66679,0.45673,1.25246,1.36901,1.46444,0.00556742,0.00556742,0.00556742
72,2003.03,1.05076,1.4104,1.34825,0.6941,0.60558,0.66267,0.45266,1.25263,1.37242,1.47184,0.00546421,0.00546421,0.00546421
73,2030.83,1.06882,1.40564,1.35145,0.70903,0.60575,0.66672,0.45375,1.25049,1.37629,1.46157,0.00536081,0.00536081,0.00536081
74,2058.62,1.05671,1.39116,1.34667,0.69782,0.6135,0.6705,0.46014,1.24374,1.36403,1.45443,0.00525728,0.00525728,0.00525728
75,2086.82,1.04259,1.38554,1.33299,0.69688,0.6127,0.67168,0.46546,1.23762,1.35924,1.45103,0.00515366,0.00515366,0.00515366
76,2114.26,1.04811,1.39005,1.34102,0.7007,0.62173,0.67434,0.46495,1.24595,1.35574,1.45127,0.00505,0.00505,0.00505
77,2142.13,1.04649,1.37358,1.33839,0.72977,0.60028,0.67465,0.46625,1.23663,1.33766,1.44897,0.00494634,0.00494634,0.00494634
78,2170,1.04833,1.38181,1.33715,0.71244,0.60951,0.67658,0.46779,1.2289,1.34487,1.44521,0.00484272,0.00484272,0.00484272
79,2198.13,1.03085,1.34348,1.32462,0.71208,0.61716,0.67865,0.47007,1.23171,1.3309,1.44653,0.00473919,0.00473919,0.00473919
80,2226.05,1.04104,1.36083,1.33718,0.72229,0.60891,0.67798,0.46431,1.23316,1.32164,1.45061,0.00463579,0.00463579,0.00463579
81,2254.03,1.03982,1.35175,1.33253,0.68953,0.63845,0.68461,0.46812,1.23939,1.32205,1.44822,0.00453258,0.00453258,0.00453258
82,2281.84,1.03276,1.34359,1.33219,0.67228,0.65327,0.68599,0.46975,1.22495,1.31474,1.43706,0.0044296,0.0044296,0.0044296
83,2309.39,1.02832,1.33984,1.32213,0.68405,0.63269,0.68318,0.4704,1.22233,1.31778,1.43409,0.00432689,0.00432689,0.00432689
84,2337.29,1.04168,1.35074,1.33244,0.6869,0.63007,0.68234,0.47109,1.22073,1.30458,1.43061,0.00422449,0.00422449,0.00422449
85,2365.68,1.02749,1.32486,1.32204,0.67151,0.6534,0.68736,0.47592,1.22391,1.30812,1.4359,0.00412246,0.00412246,0.00412246
86,2393.39,1.02444,1.33293,1.32818,0.71701,0.61961,0.68646,0.47378,1.22803,1.31223,1.44371,0.00402084,0.00402084,0.00402084
87,2421.36,1.01696,1.3143,1.32202,0.69939,0.62576,0.68667,0.47392,1.22753,1.30397,1.44836,0.00391966,0.00391966,0.00391966
88,2448.61,1.00811,1.30873,1.30907,0.73197,0.59843,0.68507,0.47379,1.22578,1.29582,1.4452,0.00381899,0.00381899,0.00381899
89,2476.61,1.00696,1.30087,1.31029,0.71541,0.61944,0.69122,0.47634,1.22667,1.28989,1.44267,0.00371885,0.00371885,0.00371885
90,2504.78,0.99927,1.29332,1.30437,0.69566,0.64492,0.69195,0.47906,1.21866,1.29032,1.43642,0.00361929,0.00361929,0.00361929
91,2532.44,0.99432,1.26797,1.29333,0.70291,0.63874,0.69391,0.47841,1.22679,1.29069,1.44139,0.00352037,0.00352037,0.00352037
92,2560.12,1.00402,1.28134,1.29861,0.71267,0.63145,0.69169,0.47815,1.23024,1.28976,1.44269,0.00342211,0.00342211,0.00342211
93,2588.11,0.99651,1.2636,1.29615,0.69566,0.64087,0.69345,0.47969,1.22432,1.28598,1.43951,0.00332457,0.00332457,0.00332457
94,2615.92,0.99644,1.26822,1.29851,0.7069,0.64131,0.69233,0.47891,1.22475,1.28248,1.43387,0.00322778,0.00322778,0.00322778
95,2643.8,0.98592,1.25342,1.28961,0.7113,0.64509,0.69583,0.481,1.22079,1.27061,1.42894,0.0031318,0.0031318,0.0031318
96,2671.38,0.98798,1.25135,1.29366,0.71868,0.6406,0.69698,0.4838,1.22105,1.26989,1.42808,0.00303665,0.00303665,0.00303665
97,2699.46,0.9945,1.25922,1.29256,0.71398,0.63918,0.69832,0.48347,1.22495,1.27085,1.43302,0.00294239,0.00294239,0.00294239
98,2727.24,0.98624,1.25643,1.28982,0.69539,0.65297,0.69752,0.4847,1.22379,1.27271,1.43268,0.00284906,0.00284906,0.00284906
99,2754.52,0.97473,1.24461,1.28278,0.72054,0.638,0.70081,0.48475,1.22527,1.27321,1.4367,0.00275668,0.00275668,0.00275668
100,2782.12,0.98308,1.23926,1.2856,0.71208,0.6453,0.70368,0.4867,1.22748,1.26957,1.43944,0.00266532,0.00266532,0.00266532
101,2809.76,0.97543,1.23879,1.28276,0.72601,0.6333,0.70295,0.48648,1.22408,1.26724,1.43807,0.002575,0.002575,0.002575
102,2837.54,0.97691,1.22638,1.28261,0.71763,0.63468,0.70198,0.48591,1.22122,1.26167,1.43612,0.00248577,0.00248577,0.00248577
103,2865.47,0.98088,1.22883,1.2893,0.721,0.64507,0.70206,0.48599,1.22403,1.26352,1.43609,0.00239766,0.00239766,0.00239766
104,2893.75,0.9677,1.22869,1.2782,0.71644,0.64629,0.70353,0.48732,1.22179,1.26053,1.43278,0.00231071,0.00231071,0.00231071
105,2921.79,0.94845,1.18875,1.26744,0.71134,0.65038,0.70413,0.48633,1.21651,1.25543,1.4282,0.00222497,0.00222497,0.00222497
106,2949.55,0.95692,1.20196,1.27268,0.73209,0.6397,0.70368,0.48921,1.21417,1.25062,1.429,0.00214046,0.00214046,0.00214046
107,2977,0.95595,1.19476,1.26824,0.71563,0.65079,0.70173,0.48816,1.21196,1.24564,1.42802,0.00205723,0.00205723,0.00205723
108,3004.31,0.95608,1.19212,1.2678,0.69659,0.65894,0.70165,0.48659,1.21181,1.24635,1.4252,0.00197532,0.00197532,0.00197532
109,3032.26,0.94325,1.18293,1.26331,0.70002,0.65592,0.70268,0.48784,1.21245,1.2495,1.4235,0.00189475,0.00189475,0.00189475
110,3060.49,0.95213,1.18918,1.26784,0.69431,0.66498,0.70251,0.48647,1.21236,1.25067,1.4236,0.00181557,0.00181557,0.00181557
111,3088.11,0.95275,1.19063,1.26761,0.70543,0.65278,0.70301,0.48718,1.21495,1.24904,1.42551,0.0017378,0.0017378,0.0017378
112,3115.81,0.9431,1.18867,1.26182,0.69835,0.65988,0.70275,0.48707,1.21452,1.25064,1.42608,0.00166149,0.00166149,0.00166149
113,3143.12,0.95143,1.18124,1.2646,0.69679,0.6546,0.70275,0.48882,1.21225,1.24847,1.42542,0.00158667,0.00158667,0.00158667
114,3171.16,0.95158,1.18404,1.26112,0.69853,0.66148,0.70477,0.49142,1.2119,1.24555,1.42357,0.00151336,0.00151336,0.00151336
115,3199.18,0.93218,1.15929,1.2539,0.70407,0.66404,0.70634,0.49228,1.21448,1.24274,1.42584,0.00144161,0.00144161,0.00144161
116,3226.94,0.94681,1.17713,1.26101,0.69958,0.66185,0.70618,0.49259,1.21351,1.24078,1.42393,0.00137143,0.00137143,0.00137143
117,3255.03,0.9228,1.14109,1.24398,0.68336,0.6738,0.70882,0.49367,1.21337,1.24367,1.42415,0.00130287,0.00130287,0.00130287
118,3282.8,0.93823,1.16373,1.2556,0.69183,0.66267,0.70737,0.49327,1.21083,1.24277,1.42226,0.00123596,0.00123596,0.00123596
119,3310.48,0.92726,1.14509,1.24539,0.69247,0.66107,0.70669,0.49225,1.20823,1.24152,1.42024,0.00117072,0.00117072,0.00117072
120,3338.01,0.93051,1.14945,1.25248,0.69392,0.66167,0.70622,0.49305,1.20791,1.24202,1.42119,0.00110718,0.00110718,0.00110718
121,3365.77,0.93418,1.15277,1.25156,0.7126,0.64386,0.70578,0.49375,1.21014,1.24552,1.42387,0.00104537,0.00104537,0.00104537
122,3393.56,0.93043,1.14358,1.2512,0.72117,0.64017,0.70724,0.49364,1.20941,1.2436,1.42359,0.000985311,0.000985311,0.000985311
123,3421.1,0.9347,1.13994,1.24764,0.70309,0.66175,0.70673,0.49388,1.20703,1.2402,1.42154,0.00092704,0.00092704,0.00092704
124,3448.6,0.9228,1.13546,1.24496,0.68948,0.67013,0.7059,0.49273,1.20965,1.23707,1.42332,0.000870577,0.000870577,0.000870577
125,3476.28,0.92286,1.1312,1.24614,0.68919,0.66706,0.70572,0.49173,1.20959,1.23499,1.42291,0.000815947,0.000815947,0.000815947
126,3504.25,0.92359,1.13185,1.24393,0.69021,0.66289,0.70545,0.49187,1.20965,1.23315,1.4226,0.000763174,0.000763174,0.000763174
127,3531.71,0.91967,1.12262,1.2448,0.70364,0.65634,0.70449,0.49142,1.20903,1.23296,1.42307,0.000712282,0.000712282,0.000712282
128,3559.09,0.91492,1.12221,1.23931,0.69617,0.66055,0.70461,0.491,1.20964,1.23476,1.42494,0.000663292,0.000663292,0.000663292
129,3586.79,0.9151,1.12786,1.24004,0.70305,0.65266,0.70524,0.491,1.20895,1.23639,1.42516,0.000616227,0.000616227,0.000616227
130,3614.63,0.91511,1.1177,1.23587,0.70375,0.6531,0.70378,0.49036,1.20993,1.23714,1.42604,0.000571106,0.000571106,0.000571106
131,3642.33,0.91107,1.12484,1.23671,0.70336,0.65301,0.70474,0.49032,1.21003,1.23641,1.42535,0.00052795,0.00052795,0.00052795
132,3669.92,0.91044,1.11966,1.23665,0.69921,0.65696,0.70464,0.49111,1.20962,1.23708,1.42529,0.000486777,0.000486777,0.000486777
133,3697.68,0.91199,1.10803,1.23297,0.69756,0.66122,0.70455,0.49106,1.20862,1.23808,1.42462,0.000447606,0.000447606,0.000447606
134,3725.15,0.91269,1.10868,1.24036,0.68588,0.66981,0.70387,0.49047,1.20842,1.23895,1.42418,0.000410454,0.000410454,0.000410454
135,3752.81,0.91662,1.12041,1.24167,0.6975,0.66335,0.70397,0.49072,1.20836,1.23842,1.42424,0.000375337,0.000375337,0.000375337
136,3780.12,0.91324,1.10581,1.23326,0.70381,0.65958,0.70466,0.49143,1.20859,1.2379,1.42414,0.00034227,0.00034227,0.00034227
137,3807.57,0.91421,1.11455,1.23467,0.70338,0.66141,0.70468,0.49223,1.20763,1.23551,1.42284,0.000311268,0.000311268,0.000311268
138,3835.46,0.90426,1.10637,1.23116,0.71241,0.65772,0.70464,0.49169,1.20772,1.23455,1.42279,0.000282345,0.000282345,0.000282345
