epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,602.548,1.75473,2.35806,1.90339,0.30409,0.27022,0.18335,0.07358,2.15883,2.76475,2.22998,0.0022148,0.0022148,0.0022148
56,613.477,1.74738,2.31494,1.87288,0.24811,0.23869,0.13833,0.0545,2.17408,2.86697,2.2106,0.00213782,0.00213782,0.00213782
57,624.262,1.72339,2.31419,1.87611,0.30835,0.23371,0.18806,0.0793,2.14324,2.7461,2.21821,0.00206123,0.00206123,0.00206123
58,635.144,1.75697,2.36095,1.89863,0.23296,0.2496,0.16721,0.07319,2.15278,2.86147,2.25468,0.0019851,0.0019851,0.0019851
59,645.924,1.71324,2.29825,1.87519,0.27114,0.27583,0.18697,0.07796,2.15887,2.7356,2.22934,0.00190949,0.00190949,0.00190949
60,656.801,1.71897,2.30395,1.88255,0.27455,0.26531,0.17828,0.07354,2.18227,2.78738,2.25357,0.0018345,0.0018345,0.0018345
61,667.593,1.69858,2.26505,1.8442,0.24445,0.27973,0.17554,0.07297,2.16578,2.82532,2.26146,0.00176018,0.00176018,0.00176018
62,678.39,1.66889,2.22796,1.83232,0.25388,0.27052,0.16597,0.06945,2.21227,2.77616,2.26875,0.00168662,0.00168662,0.00168662
63,689.396,1.69363,2.22826,1.82286,0.25656,0.25907,0.16659,0.06994,2.16446,2.7258,2.22171,0.00161389,0.00161389,0.00161389
64,700.206,1.65298,2.19545,1.8164,0.23116,0.25185,0.14785,0.05925,2.23547,2.85659,2.30463,0.00154206,0.00154206,0.00154206
65,710.994,1.67103,2.19627,1.8239,0.24784,0.26674,0.16525,0.06622,2.17786,2.76021,2.27496,0.0014712,0.0014712,0.0014712
66,721.778,1.6514,2.16725,1.8008,0.27622,0.27506,0.18876,0.07617,2.18268,2.7032,2.27228,0.00140137,0.00140137,0.00140137
67,732.553,1.64162,2.13632,1.80651,0.26569,0.27193,0.17806,0.07558,2.19099,2.74241,2.26911,0.00133266,0.00133266,0.00133266
68,743.352,1.64424,2.11712,1.79929,0.26474,0.28872,0.19382,0.08646,2.16895,2.72123,2.23602,0.00126512,0.00126512,0.00126512
69,754.215,1.62904,2.11562,1.79179,0.29152,0.27336,0.18138,0.07866,2.15087,2.81293,2.22978,0.00119883,0.00119883,0.00119883
70,764.975,1.61144,2.09793,1.78319,0.33756,0.2494,0.18918,0.08189,2.17005,2.71565,2.23644,0.00113384,0.00113384,0.00113384
71,775.738,1.61736,2.11596,1.79021,0.28457,0.28359,0.18902,0.07955,2.19577,2.69224,2.28793,0.00107023,0.00107023,0.00107023
72,786.515,1.58583,2.04613,1.76484,0.24776,0.29891,0.17643,0.07687,2.21511,2.71957,2.29983,0.00100806,0.00100806,0.00100806
73,797.277,1.60572,2.04381,1.77807,0.27308,0.29874,0.18261,0.07708,2.20561,2.68907,2.29741,0.000947376,0.000947376,0.000947376
74,808.219,1.59363,2.02409,1.75172,0.30747,0.27857,0.18796,0.08103,2.17792,2.66751,2.26031,0.000888253,0.000888253,0.000888253
75,818.973,1.56012,2.00433,1.73216,0.27913,0.30426,0.20304,0.09214,2.2058,2.62342,2.2892,0.000830746,0.000830746,0.000830746
76,829.791,1.57091,2.00704,1.74732,0.29773,0.28244,0.19165,0.0822,2.20138,2.68622,2.2722,0.000774911,0.000774911,0.000774911
77,840.587,1.56448,1.99154,1.73723,0.26038,0.3021,0.19461,0.08499,2.16088,2.65535,2.2893,0.000720803,0.000720803,0.000720803
78,851.359,1.55618,1.97475,1.73566,0.26358,0.31128,0.18948,0.08006,2.22057,2.67841,2.29894,0.000668475,0.000668475,0.000668475
79,862.164,1.55043,1.95152,1.73491,0.2797,0.2774,0.18952,0.08149,2.21859,2.71506,2.29043,0.00061798,0.00061798,0.00061798
80,872.979,1.5511,1.93456,1.71959,0.31687,0.27692,0.19557,0.08264,2.20582,2.66834,2.29354,0.000569366,0.000569366,0.000569366
81,883.777,1.52973,1.93839,1.7105,0.29347,0.27814,0.18588,0.08131,2.1937,2.67235,2.30828,0.000522683,0.000522683,0.000522683
82,894.549,1.5223,1.90784,1.70599,0.34696,0.26611,0.1986,0.08638,2.20217,2.64506,2.3168,0.000477976,0.000477976,0.000477976
83,905.341,1.50608,1.88832,1.69144,0.30379,0.27633,0.18777,0.08071,2.20093,2.67605,2.31082,0.000435288,0.000435288,0.000435288
84,916.171,1.50116,1.87341,1.67879,0.32905,0.27313,0.19769,0.08637,2.19237,2.67405,2.31667,0.000394663,0.000394663,0.000394663
85,927.173,1.50367,1.88542,1.68446,0.3069,0.2909,0.20358,0.09174,2.21749,2.64876,2.30876,0.000356141,0.000356141,0.000356141
86,937.963,1.52165,1.91348,1.70505,0.28972,0.31261,0.2072,0.09175,2.20847,2.62205,2.32586,0.000319759,0.000319759,0.000319759
87,948.79,1.50982,1.84621,1.66558,0.3254,0.27728,0.2034,0.08894,2.22275,2.61891,2.33338,0.000285553,0.000285553,0.000285553
88,959.591,1.47055,1.80691,1.65366,0.32963,0.29892,0.20503,0.08911,2.21427,2.64182,2.33294,0.000253557,0.000253557,0.000253557
89,970.381,1.49477,1.83015,1.68466,0.30476,0.30267,0.19432,0.08434,2.2156,2.64356,2.33594,0.000223803,0.000223803,0.000223803
90,981.207,1.49062,1.84433,1.67381,0.32096,0.30696,0.20993,0.09107,2.22139,2.62051,2.346,0.00019632,0.00019632,0.00019632
91,992.596,1.60366,2.01334,1.80686,0.32242,0.25677,0.20791,0.09301,2.2296,2.58441,2.3284,0.000171135,0.000171135,0.000171135
92,1003.52,1.5331,1.89253,1.74702,0.29767,0.29761,0.20776,0.09202,2.21821,2.59183,2.3234,0.000148273,0.000148273,0.000148273
93,1014.33,1.53047,1.83727,1.73981,0.32137,0.26758,0.2078,0.09122,2.22271,2.60106,2.33952,0.000127757,0.000127757,0.000127757
94,1025.1,1.5247,1.85287,1.74391,0.32452,0.27472,0.20082,0.08891,2.21739,2.61527,2.32815,0.000109606,0.000109606,0.000109606
95,1035.86,1.51359,1.83081,1.74335,0.32371,0.28501,0.21234,0.0921,2.22468,2.59719,2.34446,9.38391e-05,9.38391e-05,9.38391e-05
96,1046.86,1.53594,1.84651,1.7553,0.30994,0.29506,0.20757,0.09127,2.21712,2.60666,2.33389,8.04714e-05,8.04714e-05,8.04714e-05
97,1057.66,1.51298,1.80659,1.73004,0.31177,0.29698,0.20777,0.0938,2.21269,2.58883,2.33419,6.95161e-05,6.95161e-05,6.95161e-05
98,1068.56,1.51422,1.81968,1.73606,0.3139,0.29212,0.20871,0.09249,2.21828,2.59497,2.33736,6.09841e-05,6.09841e-05,6.09841e-05
99,1079.38,1.5263,1.83115,1.75107,0.30066,0.31093,0.21314,0.09301,2.2232,2.59713,2.34746,5.48838e-05,5.48838e-05,5.48838e-05
100,1090.23,1.48921,1.76878,1.70885,0.29659,0.29819,0.20587,0.09057,2.23307,2.62094,2.3547,5.12213e-05,5.12213e-05,5.12213e-05
